CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_ID_PUBLISH,FLAG_PHONE,CNT_FAM_MEMBERS,HOUR_APPR_PROCESS_START,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,NONLIVINGAREA_AVG,FLOORSMAX_MODE,FLOORSMIN_MODE,FLOORSMAX_MEDI,OBS_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_3,AMT_REQ_CREDIT_BUREAU_YEAR,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Secondary / secondary special,NAME_FAMILY_STATUS_Married,EMERGENCYSTATE_MODE_No,DAYS_EMPLOYED_PERC,ANNUITY_INCOME_PERC,PAYMENT_RATE,BURO_DAYS_CREDIT_MIN,BURO_DAYS_CREDIT_ENDDATE_MAX,BURO_AMT_CREDIT_SUM_SUM,BURO_AMT_CREDIT_SUM_DEBT_SUM,BURO_CREDIT_ACTIVE_Closed_MEAN,BURO_CREDIT_TYPE_Consumer credit_MEAN,BURO_CREDIT_TYPE_Credit card_MEAN,ACTIVE_DAYS_CREDIT_MAX,ACTIVE_DAYS_CREDIT_MEAN,ACTIVE_DAYS_CREDIT_ENDDATE_MIN,ACTIVE_DAYS_CREDIT_ENDDATE_MAX,ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,ACTIVE_MONTHS_BALANCE_SIZE_SUM,CLOSED_DAYS_CREDIT_MAX,CLOSED_AMT_CREDIT_SUM_SUM,CLOSED_AMT_ANNUITY_MAX,PREV_APP_CREDIT_PERC_MIN,PREV_APP_CREDIT_PERC_MAX,PREV_APP_CREDIT_PERC_VAR,PREV_HOUR_APPR_PROCESS_START_MAX,PREV_RATE_DOWN_PAYMENT_MAX,PREV_CNT_PAYMENT_MEAN,PREV_WEEKDAY_APPR_PROCESS_START_TUESDAY_MEAN,PREV_NAME_CONTRACT_STATUS_Approved_MEAN,PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,PREV_NAME_CLIENT_TYPE_New_MEAN,PREV_NAME_GOODS_CATEGORY_XNA_MEAN,PREV_NAME_PRODUCT_TYPE_XNA_MEAN,PREV_CHANNEL_TYPE_Country-wide_MEAN,PREV_NAME_YIELD_GROUP_high_MEAN,PREV_NAME_YIELD_GROUP_low_normal_MEAN,PREV_NAME_YIELD_GROUP_middle_MEAN,APPROVED_AMT_ANNUITY_MEAN,APPROVED_APP_CREDIT_PERC_MAX,APPROVED_AMT_DOWN_PAYMENT_MAX,APPROVED_HOUR_APPR_PROCESS_START_MIN,APPROVED_HOUR_APPR_PROCESS_START_MAX,APPROVED_RATE_DOWN_PAYMENT_MIN,APPROVED_DAYS_DECISION_MIN,APPROVED_CNT_PAYMENT_MEAN,REFUSED_CNT_PAYMENT_SUM,POS_MONTHS_BALANCE_MAX,POS_MONTHS_BALANCE_SIZE,INSTAL_NUM_INSTALMENT_VERSION_NUNIQUE,INSTAL_DPD_MAX,INSTAL_DPD_SUM,INSTAL_DBD_SUM,INSTAL_PAYMENT_PERC_VAR,INSTAL_PAYMENT_DIFF_MAX,INSTAL_AMT_PAYMENT_MIN,INSTAL_AMT_PAYMENT_MEAN,INSTAL_AMT_PAYMENT_SUM,INSTAL_DAYS_ENTRY_PAYMENT_MEAN,CC_AMT_DRAWINGS_ATM_CURRENT_SUM,CC_CNT_DRAWINGS_ATM_CURRENT_MAX,CC_CNT_DRAWINGS_ATM_CURRENT_SUM,CC_CNT_INSTALMENT_MATURE_CUM_MIN,TARGET
1,0,0,2.0,162000.0,263686.5,17298.0,238500.0,0.04622,-12742.0,-148.0,-2577.0,1.0,4.0,19.0,0.5059979305057544,0.7364563256011873,0.5352762504724826,0.0,0.1667,0.2083,0.1667,0.0,0.0,-743.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0116151310626275,0.1067777777777777,0.0656006280184992,-1827.0,641.0,829531.3725,120051.0,0.625,0.75,0.1666666666666666,-232.0,-518.0,271.0,889.0,584.0,0.0,-694.0,360000.0,4611.51,1.0,1.0,0.0068980835601896,18.0,0.0,24.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7877.475,1.0,0.0,18.0,18.0,0.0,-743.0,24.0,18.0,-5.0,20.0,2.0,0.0,0.0,776.0,0.0,0.0,7877.475,9909.54,188281.26,-479.8421052631579,45000.0,3.0,2.0,0.0,0.0
1,0,1,1.0,135000.0,1483650.0,61357.5,450000.0,0.01885,-16989.0,-1525.0,-525.0,0.0,3.0,13.0,0.5684760299781311,0.6333689525128825,0.4507472818545589,0.0242,0.1667,0.375,0.3333,0.0,0.0,-1966.0,0.0,4.0,0.0,1.0,1.0,1.0,0.1124933475252794,0.1435263157894737,0.0413557779799818,-252.0,297.0,562500.0,351630.0,0.0,1.0,0.0,-252.0,-252.0,297.0,297.0,297.0,9.0,-694.0,360000.0,4611.51,0.9099181073703366,1.1483035907419423,0.0068980835601896,18.0,0.2033306463417565,14.5,0.3,0.5,0.4,0.2,0.5,0.7,0.5,0.4,0.1,0.2,27189.252,1.1483035907419423,4698.0,15.0,18.0,0.1023885861402542,-1966.0,12.0,56.0,-8.0,56.0,5.0,4.0,5.0,246.0,0.0291168108544368,0.0,225.0,25723.872142857144,270373.5,-769.452380952381,45000.0,4.0,11.0,1.0,0.0
0,0,0,2.0,99000.0,225000.0,18171.0,225000.0,0.028663,-12618.0,-2418.0,-3928.0,0.0,4.0,12.0,0.5059979305057544,0.4896326687051836,0.5779691187553125,0.018,0.1667,0.2083,0.1667,2.0,2.0,-379.0,1.0,3.0,1.0,1.0,1.0,1.0,0.1916310033285782,0.1835454545454545,0.08076,-2797.0,641.0,3844208.07,873846.495,0.7368421052631579,0.6842105263157895,0.2631578947368421,-215.0,-877.4,47.0,889.0,2924.2,0.0,-701.0,2284971.5700000003,4611.51,0.8779964221824686,1.0264765784114054,0.0030342813071977,17.0,0.1013856332068374,13.0,0.125,0.375,0.0,0.0,0.625,0.75,0.875,0.625,0.0,0.125,13297.935,1.0264765784114054,2268.0,11.0,17.0,0.1013856332068374,-1889.0,15.333333333333334,32.0,-12.0,45.0,2.0,6.0,24.0,288.0,0.0830102385247031,0.0,360.405,18502.391511627902,795602.835,-1066.6744186046512,45000.0,3.0,2.0,0.0,0.0
1,0,1,2.0,67500.0,276277.5,21825.0,238500.0,0.020713,-10372.0,-2696.0,-1210.0,0.0,4.0,10.0,0.2433063246227455,0.5596554178257482,0.053114172843977,0.001,0.1667,0.2083,0.1667,4.0,4.0,-1242.0,1.0,4.0,1.0,1.0,1.0,0.0,0.2599305823370613,0.3233333333333333,0.0789966609658767,-90.0,275.0,117400.5,43488.0,0.0,0.5,0.5,-59.0,-74.5,164.0,275.0,219.5,0.0,-694.0,360000.0,4611.51,0.9099181073703366,1.0050259148735667,0.1251748974695166,15.0,0.0994745514226033,18.0,0.1666666666666666,0.5,0.0833333333333333,0.0833333333333333,0.6666666666666666,0.75,0.0833333333333333,0.1666666666666666,0.0,0.25,13136.4075,1.0050259148735667,8640.0,9.0,15.0,0.0,-1634.0,18.0,18.0,-3.0,51.0,5.0,8.0,26.0,882.0,0.0,20528.55,56.61,20273.143125,1459666.305,-669.375,0.0,0.0,0.0,0.0,0.0
1,1,1,0.0,41148.0,135000.0,6750.0,135000.0,0.020246,-18255.0,-1525.0,-466.0,0.0,2.0,9.0,0.5059979305057544,0.4246504724128409,0.434733248750173,0.001,0.1667,0.2083,0.1667,2.0,2.0,-354.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1124933475252794,0.1640419947506561,0.05,-265.0,100.0,98100.0,46359.0,0.0,1.0,0.0,-153.0,-209.0,92.0,100.0,96.0,0.0,-694.0,360000.0,4611.51,1.11116378288694,1.11116378288694,0.0068980835601896,9.0,0.1089555538318336,12.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.1111111111111111,0.0,0.0,2275.785,1.11116378288694,2110.5,9.0,9.0,0.1089555538318336,-354.0,12.0,18.0,-2.0,11.0,1.0,0.0,0.0,164.0,0.0,0.0,2275.785,2275.785,25033.635,-182.9090909090909,45000.0,3.0,2.0,0.0,0.0
0,1,0,0.0,279000.0,450000.0,27324.0,450000.0,0.025164,-11100.0,-3630.0,-3699.0,0.0,1.0,12.0,0.5059979305057544,0.5145670367196721,0.3927738606031339,0.0282,0.1667,0.2083,0.1667,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.327027027027027,0.0979354838709677,0.06072,-2844.0,1313.0,3199424.805,0.0,0.75,0.75,0.125,-148.0,-253.0,1055.0,1313.0,1184.0,0.0,-301.0,1271696.805,4611.51,1.0,1.0264290104486786,0.022961661000528,18.0,0.3319994235736218,9.714285714285714,0.3333333333333333,0.4444444444444444,0.1111111111111111,0.0,0.1111111111111111,1.0,0.8888888888888888,0.0,0.6666666666666666,0.1111111111111111,9101.08125,1.0232990503919828,22500.0,13.0,17.0,0.0,-2455.0,9.5,18.0,-1.0,20.0,3.0,0.0,0.0,278.0,0.1002914176362613,0.0,3993.21,9792.788684210524,186062.985,-1485.2105263157894,45000.0,3.0,2.0,0.0,1.0
1,0,1,1.0,90000.0,485901.0,23503.5,369000.0,0.018801,-13839.0,-2005.0,-3504.0,0.0,3.0,14.0,0.4515227968124017,0.3559924890634524,0.1735274304649146,0.001,0.1667,0.2083,0.1667,1.0,1.0,-957.0,1.0,3.0,0.0,1.0,1.0,1.0,0.1448804104342799,0.26115,0.0483709644557224,-1524.0,1038.0,287379.0,83826.72,0.6666666666666666,0.8333333333333334,0.1666666666666666,-30.0,-34.5,81.0,1038.0,559.5,3.0,-340.0,191304.0,0.0,0.9099181073703366,1.11864406779661,0.0068980835601896,14.0,0.1155096418732782,19.714285714285715,0.1428571428571428,1.0,0.2857142857142857,0.0,0.8571428571428571,0.1428571428571428,0.5714285714285714,0.2857142857142857,0.0,0.4285714285714285,22161.735,1.11864406779661,6772.5,5.0,14.0,0.0,-2777.0,19.714285714285715,18.0,-1.0,21.0,1.0,0.0,0.0,671.0,0.0509429133996644,0.0,151.875,21704.3867114094,270373.5,-1317.221476510067,0.0,3.0,0.0,0.0,0.0
1,0,0,2.0,54000.0,254700.0,14751.0,225000.0,0.01885,-14019.0,-1881.0,-2073.0,0.0,4.0,9.0,0.5059979305057544,0.6049936335504514,0.5352762504724826,0.001,0.1667,0.2083,0.1667,0.0,0.0,-1068.0,1.0,1.0,1.0,1.0,1.0,0.0,0.1341750481489407,0.2731666666666666,0.0579151943462897,-1827.0,641.0,829531.3725,120051.0,0.625,0.75,0.1666666666666666,-232.0,-518.0,271.0,889.0,584.0,0.0,-694.0,360000.0,4611.51,0.9045052813106272,1.0,0.0015658246220654,13.0,0.0,7.5,0.0,1.0,0.5,0.25,0.5,0.5,0.25,0.25,0.0,0.5,9047.19375,1.0,0.0,9.0,13.0,0.0,-1068.0,7.5,18.0,-4.0,34.0,2.0,0.0,0.0,266.0,0.0,0.0,671.535,7175.565,294198.165,-401.2926829268293,67500.0,5.0,5.0,0.0,0.0
0,0,0,0.0,225000.0,177489.0,19242.0,166500.0,0.04622,-12902.0,-395.0,-4464.0,0.0,1.0,15.0,0.5059979305057544,0.5775475698915494,0.5352762504724826,0.001,0.1667,0.5,0.1667,0.0,0.0,-1753.0,1.0,1.0,0.0,1.0,0.0,1.0,0.030615408463804,0.08552,0.0488771466314399,-1827.0,641.0,829531.3725,120051.0,0.625,0.75,0.1666666666666666,-232.0,-518.0,271.0,889.0,584.0,0.0,-694.0,360000.0,4611.51,0.9099181073703366,0.968054211035818,0.0068980835601896,16.0,0.0,15.6,0.4285714285714285,0.7142857142857143,0.2857142857142857,0.1428571428571428,0.8571428571428571,0.4285714285714285,0.1428571428571428,0.2857142857142857,0.1428571428571428,0.1428571428571428,30855.519,0.968054211035818,0.0,13.0,16.0,0.0,-1753.0,15.6,18.0,-2.0,32.0,2.0,4.0,8.0,369.0,0.0592484066974268,14187.51,55.8,19034.775,609112.8,-1125.53125,0.0,3.0,0.0,0.0,0.0
1,0,0,0.0,67500.0,675000.0,19867.5,675000.0,0.019101,-22312.0,-1525.0,-4423.0,0.0,2.0,11.0,0.5059979305057544,0.6305308836945713,0.7252764347002191,0.0431,0.3333,0.375,0.3333,2.0,2.0,-1041.0,0.0,1.0,0.0,1.0,1.0,1.0,0.1124933475252794,0.2943333333333333,0.0294333333333333,-1415.0,711.0,612401.22,187074.0,0.4,0.6,0.4,-75.0,-625.0,110.0,711.0,410.6666666666667,0.0,-563.0,195251.22,4611.51,1.0,1.058670451857109,0.0017211109605586,14.0,0.1042610293760149,15.0,0.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,11053.2825,1.058670451857109,4027.5,13.0,14.0,0.1042610293760149,-2383.0,15.0,18.0,-16.0,24.0,2.0,0.0,0.0,896.0,0.0,0.0,7635.24,17461.395,384150.69,-1078.3636363636365,45000.0,3.0,2.0,0.0,0.0
0,1,1,0.0,202500.0,505665.0,52479.0,450000.0,0.005084,-12642.0,-2316.0,-4237.0,0.0,2.0,16.0,0.597348743903154,0.6598185995959366,0.5673792367572691,0.0345,0.1667,0.2083,0.1667,0.0,0.0,-3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.1831988609397247,0.2591555555555555,0.0264444444444444,-882.0,-758.0,32310.0,0.0,1.0,1.0,0.0,-232.0,-518.0,271.0,889.0,584.0,0.0,-882.0,32310.0,0.0,0.9099181073703366,1.0264290104486786,0.0068980835601896,15.0,0.1042815951254011,12.0,0.0,0.8,0.25,0.25,0.5,0.75,0.2857142857142857,0.1111111111111111,0.0666666666666666,0.1818181818181818,10974.358928571428,1.0232990503919828,4698.0,11.0,15.0,0.0,-1490.0,12.0,18.0,-3.0,21.0,2.0,0.0,0.0,246.0,0.0,0.0,1667.385,11305.755,270373.5,-800.4285714285714,45000.0,3.0,2.0,0.0,0.0
1,1,0,1.0,135000.0,505665.0,24543.0,450000.0,0.030755,-15857.0,-267.0,-4788.0,1.0,2.0,12.0,0.5913431193912239,0.6574291034273035,0.2079641743053816,0.0144,0.2083,0.2083,0.2083,1.0,1.0,-997.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0168379895314372,0.1069538461538461,0.03476,-2547.0,641.0,829531.3725,120051.0,0.6666666666666666,0.7619047619047619,0.1428571428571428,-247.0,-1000.0,173.0,889.0,584.0,0.0,-562.0,360000.0,4611.51,1.0,1.0369613037147194,0.0006830689861458,15.0,0.1023239185023374,11.0,0.0,1.0,0.0,0.5,0.0,1.0,0.5,0.0,0.5,0.0,12699.7425,1.0369613037147194,15061.5,15.0,15.0,0.0,-997.0,11.0,18.0,-7.0,16.0,2.0,0.0,0.0,249.0,0.0,0.0,9259.695,18854.312142857143,263960.37,-518.5,45000.0,3.0,2.0,0.0,0.0
1,1,1,0.0,112500.0,152820.0,16587.0,135000.0,0.00496,-13395.0,-4779.0,-3519.0,0.0,2.0,16.0,0.5059979305057544,0.475829724078153,0.3910549766342248,0.001,0.1667,0.2083,0.1667,0.0,0.0,-786.0,1.0,0.0,1.0,1.0,1.0,0.0,0.3567749160134378,0.14744,0.0488771466314399,-1421.0,14.0,1103710.5,13986.0,0.8571428571428571,1.0,0.0,-350.0,-350.0,14.0,14.0,14.0,0.0,-477.0,949257.0,4611.51,0.9191227182858982,1.0,0.0018828993691188,18.0,0.0,8.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,13927.23,0.9323061379136144,0.0,13.0,18.0,0.0,-786.0,8.0,18.0,-2.0,12.0,1.0,0.0,0.0,233.0,0.0,0.0,11609.82,12077.836363636365,132856.2,-585.1818181818181,45000.0,3.0,2.0,0.0,0.0
0,0,0,1.0,202500.0,1105083.0,36652.5,904500.0,0.032561,-15020.0,-4949.0,-4032.0,0.0,3.0,16.0,0.5810599839721208,0.7468628078111881,0.8245949709919925,0.0441,0.1667,0.5833,0.1667,0.0,0.0,-1678.0,0.0,0.0,1.0,1.0,1.0,1.0,0.3294940079893475,0.181,0.0331671919665762,-2478.0,-2152.0,66996.0,0.0,1.0,1.0,0.0,-232.0,-518.0,271.0,889.0,584.0,0.0,-694.0,66996.0,4611.51,0.8988506977142368,1.0264290104486786,0.0068980835601896,14.0,0.4475103036943881,9.333333333333334,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,15680.595,1.0232990503919828,4698.0,10.0,14.0,0.0898217322139684,-2020.0,9.333333333333334,18.0,-26.0,29.0,2.0,0.0,0.0,244.0,0.0,0.0,10512.9,16023.895,432645.165,-1499.5925925925926,45000.0,3.0,2.0,0.0,0.0
1,0,0,0.0,92250.0,225000.0,15219.0,225000.0,0.015221,-20275.0,-1525.0,-3763.0,0.0,2.0,6.0,0.5131728526419804,0.0645063722804373,0.0956927242302637,0.0293,0.1667,0.2083,0.1667,2.0,2.0,-1285.0,1.0,2.0,0.0,1.0,1.0,1.0,0.1124933475252794,0.1649756097560975,0.06764,-2866.0,1296.0,3444839.8200000003,1003555.485,0.4090909090909091,0.7272727272727273,0.2727272727272727,-273.0,-1111.2307692307693,271.0,1296.0,-61.75,0.0,-458.0,1482232.86,7470.0,0.9380863039399624,1.2508939213349226,0.024232472779342,11.0,0.2500208698555806,8.4,0.1666666666666666,0.5,0.0,0.1666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.1666666666666666,0.3333333333333333,0.1666666666666666,2189.07,1.2508939213349226,4500.0,7.0,10.0,0.2180642345511026,-2684.0,6.0,24.0,-1.0,6.0,3.0,0.0,0.0,102.0,0.0349554292053427,2250.0,7.11,4325.543035714286,121115.205,-359.5357142857143,258750.0,10.0,2.0,0.0,0.0
1,0,0,0.0,90000.0,202500.0,10125.0,202500.0,0.020246,-19870.0,-5649.0,-3405.0,0.0,1.0,6.0,0.5059979305057544,0.0353480547868925,0.622922000268356,0.001,0.1667,0.2083,0.1667,3.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.2842979365878208,0.1125,0.05,-2736.0,1641.0,3364947.0,693756.0,0.7777777777777778,1.0,0.0,-185.0,-1354.25,271.0,1641.0,-563.75,0.0,-213.0,1982952.0,4611.51,0.9099181073703366,1.0264290104486786,0.0068980835601896,15.0,0.1042815951254011,12.0,0.0,0.8,0.25,0.25,0.5,0.75,0.2857142857142857,0.1111111111111111,0.0666666666666666,0.1818181818181818,10974.358928571428,1.0232990503919828,4698.0,11.0,15.0,0.0,-1490.0,12.0,18.0,-3.0,21.0,2.0,0.0,0.0,246.0,0.0,0.0,1667.385,11305.755,270373.5,-800.4285714285714,45000.0,3.0,2.0,0.0,0.0
1,0,1,0.0,99000.0,436032.0,13689.0,360000.0,0.00823,-12531.0,-1815.0,-3281.0,0.0,2.0,15.0,0.5059979305057544,0.6111846903193855,0.7267112092725122,0.001,0.1667,0.2083,0.1667,4.0,4.0,-2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1448407948288245,0.1382727272727272,0.0313944848084544,-2882.0,3520.0,829531.3725,120051.0,0.8333333333333334,0.6666666666666666,0.0,-133.0,-133.0,271.0,3520.0,584.0,0.0,-762.0,1036482.48,4611.51,0.9099181073703366,1.0264290104486786,0.0068980835601896,15.0,0.1042815951254011,12.0,0.0,0.8,0.25,0.25,0.5,0.75,0.2857142857142857,0.1111111111111111,0.0666666666666666,0.1818181818181818,10974.358928571428,1.0232990503919828,4698.0,11.0,15.0,0.0,-1490.0,12.0,18.0,-3.0,21.0,2.0,0.0,0.0,246.0,0.0,0.0,1667.385,11305.755,270373.5,-800.4285714285714,45000.0,3.0,2.0,0.0,0.0
1,1,1,0.0,67500.0,675000.0,24376.5,675000.0,0.010966,-15457.0,-1525.0,-3353.0,0.0,2.0,12.0,0.5059979305057544,0.5892554363696447,0.8128226070575616,0.001,0.1667,0.2083,0.1667,1.0,1.0,-1663.0,1.0,2.0,1.0,1.0,0.0,0.0,0.4554570744646438,0.3611333333333333,0.0361133333333333,-2882.0,8.0,243787.5,0.0,1.0,1.0,0.0,-232.0,-518.0,271.0,889.0,584.0,0.0,-1088.0,243787.5,4611.51,0.9098979138925876,1.041514598540146,0.003322949856803,14.0,0.1020647489225218,16.75,0.0,1.0,0.5,0.0,0.25,0.75,0.5,0.5,0.25,0.25,10731.74625,1.041514598540146,6934.5,8.0,14.0,0.0,-2391.0,16.75,18.0,-6.0,49.0,4.0,2.0,8.0,424.0,0.0208568698969901,0.0,71.19,15527.45875,1117977.03,-1747.8333333333333,0.0,0.0,0.0,0.0,0.0
1,0,0,0.0,157500.0,675000.0,49248.0,675000.0,0.031329,-10155.0,-1884.0,-2831.0,1.0,2.0,12.0,0.2413198891336924,0.3804188604518256,0.0975816126874459,0.001,0.1667,0.2083,0.1667,3.0,3.0,-544.0,1.0,1.0,1.0,0.0,1.0,0.0,0.1855243722304283,0.3126857142857143,0.07296,-1960.0,945.0,2903301.4050000003,930542.94,0.7222222222222222,0.6666666666666666,0.3333333333333333,-98.0,-633.2,-850.0,945.0,165.75,0.0,-396.0,1657154.025,24439.5,0.9588611564028596,1.0,0.0004231011131274,19.0,0.0,1.5,0.0,0.2857142857142857,0.4285714285714285,0.1428571428571428,0.8571428571428571,0.5714285714285714,0.0,0.0,0.0,0.1428571428571428,23278.95,1.0,0.0,14.0,18.0,0.0,-544.0,3.0,0.0,-5.0,7.0,2.0,0.0,0.0,43.0,0.0,0.0,129.33,37949.8185,379498.185,-352.9,0.0,0.0,0.0,0.0,1.0
1,0,0,0.0,72000.0,247275.0,17338.5,225000.0,0.009334,-20941.0,-1525.0,-4281.0,0.0,1.0,15.0,0.7398545680409868,0.6154631606910256,0.4650692149562261,0.0,0.1667,0.2083,0.1667,0.0,0.0,-2448.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1124933475252794,0.2408125,0.0701182893539581,-1046.0,508.0,518850.0,128961.0,0.75,0.5,0.5,-837.0,-837.0,508.0,508.0,508.0,0.0,-837.0,383850.0,4611.51,0.9099181073703366,1.1111631720744992,0.0068980835601896,16.0,0.1089550150460966,7.0,0.25,0.75,0.0,0.25,0.25,0.75,0.25,0.25,0.25,0.25,6920.805,1.1111631720744992,8991.18,14.0,16.0,0.0,-2710.0,9.333333333333334,0.0,-3.0,30.0,2.0,1.0,1.0,344.0,0.0,0.0,3926.34,7684.845,207490.815,-1529.111111111111,45000.0,3.0,2.0,0.0,0.0
0,1,0,0.0,202500.0,355536.0,15790.5,270000.0,0.018801,-17440.0,-4033.0,-971.0,0.0,2.0,11.0,0.5059979305057544,0.5253301752522973,0.5709165417729987,0.001,0.1667,0.2083,0.1667,5.0,5.0,-2401.0,1.0,1.0,0.0,1.0,1.0,0.0,0.23125,0.0779777777777777,0.0444132239773187,-2882.0,291.0,1583136.0,340096.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,-232.0,-1484.5,-320.0,291.0,-14.5,0.0,-1705.0,391536.0,4611.51,0.8516134526538405,1.1479312735958087,0.012524505270315,14.0,0.2044729161570014,12.0,0.1666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.8333333333333334,0.1666666666666666,0.1666666666666666,0.0,0.5,0.3333333333333333,22742.145,1.1479312735958087,13500.0,10.0,11.0,0.2044729161570014,-2401.0,12.0,18.0,-1.0,34.0,4.0,7.0,19.0,246.0,0.1927862304544704,19620.0,90.0,10284.0334375,1480900.815,-1405.1458333333333,132750.0,1.0,5.0,0.0,0.0
1,0,0,1.0,180000.0,310734.0,30861.0,274500.0,0.01885,-12841.0,-2533.0,-3864.0,0.0,2.0,16.0,0.708050308289941,0.6318696782072749,0.622922000268356,0.001,0.1667,0.2083,0.1667,0.0,0.0,-1741.0,1.0,4.0,0.0,1.0,0.0,1.0,0.1972587804688108,0.17145,0.0993164571627179,-1625.0,1324.0,1001362.68,733518.0,0.75,1.0,0.0,-107.0,-107.0,1324.0,1324.0,1324.0,4.0,-273.0,236362.68,0.0,0.8269383434771104,1.1111111111111112,0.010503346103739,18.0,0.1089090909090909,13.666666666666666,0.2857142857142857,0.8571428571428571,0.7142857142857143,0.0,0.7142857142857143,0.4285714285714285,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,19519.05,1.1111111111111112,6187.5,10.0,18.0,0.0,-2878.0,13.666666666666666,18.0,-3.0,67.0,2.0,4.0,6.0,446.0,0.0,0.0,6186.87,27241.84125,1634510.475,-1359.4833333333331,45000.0,3.0,2.0,0.0,0.0
1,0,1,0.0,90000.0,431280.0,22149.0,360000.0,0.008068,-21414.0,-1525.0,-4693.0,0.0,1.0,5.0,0.7531128282877129,0.0199578168307757,0.5352762504724826,0.001,0.1667,0.2083,0.1667,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.1124933475252794,0.2461,0.0513564273789649,-1827.0,641.0,829531.3725,120051.0,0.625,0.75,0.1666666666666666,-232.0,-518.0,271.0,889.0,584.0,0.0,-694.0,360000.0,4611.51,0.8077986801391057,1.2521008403361344,0.0384628867175588,15.0,0.2192800488102501,18.0,0.25,1.0,0.75,0.25,0.75,0.25,0.0,0.0,0.5,0.5,17530.335,1.2521008403361344,28350.0,4.0,5.0,0.2192800488102501,-2488.0,18.0,18.0,-13.0,75.0,4.0,0.0,0.0,514.0,0.0387383804670758,16633.485,642.33,15341.12722222222,1242631.305,-1078.1728395061727,45000.0,3.0,2.0,0.0,0.0
1,0,0,0.0,112500.0,202500.0,10125.0,202500.0,0.0088659999999999,-18253.0,-118.0,-1728.0,1.0,2.0,15.0,0.8346881061063158,0.4179915066118281,0.2807895743848605,0.0,0.1667,0.2083,0.1667,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0064646907357694,0.09,0.05,-1260.0,1765.0,1572791.535,773981.28,0.3333333333333333,0.8888888888888888,0.1111111111111111,-61.0,-455.5,-873.0,1765.0,671.3333333333334,0.0,-668.0,452977.065,4611.51,0.9099181073703366,1.0264290104486786,0.0068980835601896,15.0,0.1042815951254011,12.0,0.0,0.8,0.25,0.25,0.5,0.75,0.2857142857142857,0.1111111111111111,0.0666666666666666,0.1818181818181818,10974.358928571428,1.0232990503919828,4698.0,11.0,15.0,0.0,-1490.0,12.0,18.0,-3.0,21.0,2.0,0.0,0.0,246.0,0.0,0.0,1667.385,11305.755,270373.5,-800.4285714285714,45000.0,3.0,2.0,0.0,0.0
1,0,1,0.0,171000.0,986553.0,28975.5,823500.0,0.0031219999999999,-16243.0,-3580.0,-2472.0,0.0,2.0,16.0,0.4956583086631264,0.4641786567205183,0.4992720153045617,0.001,0.1667,0.2083,0.1667,1.0,1.0,-1491.0,1.0,2.0,0.0,1.0,1.0,0.0,0.2204026349812226,0.1694473684210526,0.0293704443653812,-2389.0,830.0,161892.0,127525.5,0.75,0.5,0.5,-65.0,-65.0,830.0,830.0,830.0,0.0,-836.0,35892.0,4611.51,0.9099181073703366,1.0264207574740334,0.0068980835601896,15.0,0.1013806329773377,14.5,0.0,1.0,0.25,0.25,0.5,0.5,0.0,0.25,0.25,0.0,14758.7625,1.0264207574740334,11695.5,10.0,15.0,0.0,-1491.0,14.5,18.0,-17.0,37.0,3.0,12.0,39.0,786.0,0.0645336283790384,22500.0,0.45,14949.344302325582,1285643.61,-802.6744186046511,50400.0,5.0,12.0,1.0,1.0
